item_number,mcat,tier,model,gvwr,floor_type,bed_length,width,tongue,stack_height,total_footprint,updated_at
70CH-18,CAR HAULER,3,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-18BK,CAR HAULER,2,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-18BK-GA,CAR HAULER,4,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-18BK2B,CAR HAULER,3,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-18BKDT,CAR HAULER,1,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-18BKDT-GA,CAR HAULER,4,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-18BKDT2B,CAR HAULER,1,70CH,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
70CH-20,CAR HAULER,3,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70CH-20BK,CAR HAULER,3,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70CH-20BK-GA,CAR HAULER,4,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70CH-20BK2B,CAR HAULER,3,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70CH-20BKDT,CAR HAULER,1,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70CH-20BKDT-GA,CAR HAULER,4,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70CH-20BKDT2B,CAR HAULER,1,70CH,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
70DM-18,CAR HAULER,3,70DM,7000,Steel,18.0,7.0,4.0,1.5,22.0,2026-04-17T15:46:34Z
70DM-18BK,CAR HAULER,3,70DM,7000,Steel,18.0,7.0,4.0,1.5,22.0,2026-04-17T15:46:34Z
70DM-18BK-GA,CAR HAULER,4,70DM,7000,Steel,18.0,7.0,4.0,1.5,22.0,2026-04-17T15:46:34Z
70DM-18BK2B,CAR HAULER,3,70DM,7000,Steel,18.0,7.0,4.0,1.5,22.0,2026-04-17T15:46:34Z
70DM-20,CAR HAULER,3,70DM,7000,Steel,20.0,7.0,4.0,1.5,24.0,2026-04-17T15:46:34Z
70DM-20BK,CAR HAULER,2,70DM,7000,Steel,20.0,7.0,4.0,1.5,24.0,2026-04-17T15:46:34Z
70DM-20BK-GA,CAR HAULER,4,70DM,7000,Steel,20.0,7.0,4.0,1.5,24.0,2026-04-17T15:46:34Z
70DM-20BK2B,CAR HAULER,3,70DM,7000,Steel,20.0,7.0,4.0,1.5,24.0,2026-04-17T15:46:34Z
70LR-14,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70LR-14BK,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70LR-14BK-P4,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14.0,7.0,3.0,5.0,17.0,2026-04-17T15:46:34Z
70LR-14BK2B,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70LR-16,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70LR-16BK,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70LR-16BK-GA,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70LR-16BK-P4,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16.0,7.0,3.0,5.0,19.0,2026-04-17T15:46:34Z
70LR-16BK2B,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70PI-14,TANDEM AXLE,3,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14R1A-4PBK,TANDEM AXLE,2,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14R1A-4PBK-BRK2,TANDEM AXLE,2,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14X,TANDEM AXLE,4,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14XBK,TANDEM AXLE,3,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14XBK-GA,TANDEM AXLE,4,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14XBK4RG,TANDEM AXLE,4,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14XBK4RG-GA,TANDEM AXLE,4,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-14XBK4RG2B,TANDEM AXLE,2,70PI,7000,Wood,14.0,7.0,3.0,2.5,17.0,2026-04-17T15:46:34Z
70PI-16,TANDEM AXLE,3,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16R1A-4PBK,TANDEM AXLE,1,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16R1A-4PBK-BRK2,TANDEM AXLE,1,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16X,TANDEM AXLE,4,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16XBK,TANDEM AXLE,2,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16XBK-GA,TANDEM AXLE,4,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16XBK2B,TANDEM AXLE,3,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16XBK4RG,TANDEM AXLE,4,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16XBK4RG-GA,TANDEM AXLE,4,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-16XBK4RG2B,TANDEM AXLE,4,70PI,7000,Wood,16.0,7.0,3.0,2.5,19.0,2026-04-17T15:46:34Z
70PI-18,TANDEM AXLE,3,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18R1A-4PBK,TANDEM AXLE,2,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18R1A-4PBK-BRK2,TANDEM AXLE,1,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18X,TANDEM AXLE,4,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18XBK,TANDEM AXLE,2,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18XBK-GA,TANDEM AXLE,4,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18XBK2B,TANDEM AXLE,3,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18XBK4RG,TANDEM AXLE,4,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18XBK4RG-GA,TANDEM AXLE,4,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-18XBK4RG2B,TANDEM AXLE,4,70PI,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
70PI-20,TANDEM AXLE,3,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20R1A-4PBK,TANDEM AXLE,2,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20R1A-4PBK-BRK2,TANDEM AXLE,1,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20X,TANDEM AXLE,4,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20XBK,TANDEM AXLE,2,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20XBK-GA,TANDEM AXLE,4,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20XBK2B,TANDEM AXLE,3,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20XBK4RG,TANDEM AXLE,4,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20XBK4RG-GA,TANDEM AXLE,4,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70PI-20XBK4RG2B,TANDEM AXLE,4,70PI,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
70SR-10-5WDD,DUMP,1,70SR,7000,Steel,10.0,5.0,4.0,3.0,14.0,2026-04-17T15:46:34Z
70ST-13,TILT DECK,3,70ST,7000,Wood,13.0,7.0,4.0,1.5,17.0,2026-04-17T15:46:34Z
70ST-13BK,TILT DECK,2,70ST,7000,Wood,13.0,7.0,4.0,1.5,17.0,2026-04-17T15:46:34Z
70ST-16,TILT DECK,3,70ST,7000,Wood,16.0,7.0,4.0,1.5,20.0,2026-04-17T15:46:34Z
70ST-16BK,TILT DECK,2,70ST,7000,Wood,16.0,7.0,4.0,1.5,20.0,2026-04-17T15:46:34Z
70TV-12,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,12.0,7.0,3.0,3.25,15.0,2026-04-17T15:46:34Z
70TV-12BK,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,12.0,7.0,3.0,3.25,15.0,2026-04-17T15:46:34Z
70TV-12BK-GA,VANGUARD/LANDSCAPE,4,70TV,7000,Wood,12.0,7.0,3.0,3.25,15.0,2026-04-17T15:46:34Z
70TV-12BK2B,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,12.0,7.0,3.0,3.25,15.0,2026-04-17T15:46:34Z
70TV-14,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70TV-14BK,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70TV-14BK-GA,VANGUARD/LANDSCAPE,4,70TV,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70TV-14BK2B,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,14.0,7.0,3.0,3.25,17.0,2026-04-17T15:46:34Z
70TV-16,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70TV-16BK,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70TV-16BK-GA,VANGUARD/LANDSCAPE,4,70TV,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70TV-16BK2B,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,16.0,7.0,3.0,3.25,19.0,2026-04-17T15:46:34Z
70TV-18,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,18.0,7.0,3.0,3.25,21.0,2026-04-17T15:46:34Z
70TV-18BK,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,18.0,7.0,3.0,3.25,21.0,2026-04-17T15:46:34Z
70TV-18BK2B,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,18.0,7.0,3.0,3.25,21.0,2026-04-17T15:46:34Z
90SR-10,DUMP,3,90SR,9990,Steel,10.0,7.0,4.0,4.0,14.0,2026-04-17T15:46:34Z
90SR-10BK6SIR,DUMP,1,90SR,9990,Steel,10.0,6.0,4.0,4.0,14.0,2026-04-17T15:46:34Z
90SR-10BK7SIR,DUMP,4,90SR,9990,Steel,10.0,6.0,4.0,4.0,14.0,2026-04-17T15:46:34Z
90SR-12,DUMP,3,90SR,9990,Steel,12.0,7.0,4.0,4.0,16.0,2026-04-17T15:46:34Z
90SR-12BK6SIR,DUMP,1,90SR,9990,Steel,12.0,6.0,4.0,4.0,16.0,2026-04-17T15:46:34Z
EQ14-17+3,EQUIPMENT HAULER,2,EQ14,14000,Wood,20.0,7.0,5.0,2.0,25.0,2026-04-17T15:46:34Z
EQ16-17+3,EQUIPMENT HAULER,3,EQ16,17500,Wood,20.0,7.0,5.0,2.0,25.0,2026-04-17T15:46:34Z
SU35-12BK4RG,SINGLE AXLE,2,SU35,2995,Wood,12.0,6.5,3.0,2.0,15.0,2026-04-17T15:46:34Z
SU35-14BK4RG,SINGLE AXLE,2,SU35,2995,Wood,14.0,6.5,3.0,2.0,17.0,2026-04-17T15:46:34Z
TC14-14BK,DUMP,2,TC14,14000,Steel,14.0,7.0,4.0,3.0,18.0,2026-04-17T15:46:34Z
TH10-20BK4CR,CAR HAULER,2,TH10,9990,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
TH70-18BK4AR2B,CAR HAULER,2,TH70,7000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
TH70-20BK4AR2B,CAR HAULER,2,TH70,7000,Wood,20.0,7.0,3.0,1.5,23.0,2026-04-17T15:46:34Z
TT14-20BK,TILT DECK,3,TT14,14000,Wood,20.0,7.0,5.0,1.5,25.0,2026-04-17T15:46:34Z
TT14-22BK,TILT DECK,3,TT14,14000,Wood,22.0,7.0,5.0,1.5,27.0,2026-04-17T15:46:34Z
TT16-20BK,TILT DECK,3,TT16,17500,Wood,20.0,7.0,5.0,1.5,25.0,2026-04-17T15:46:34Z
TT16-22BK,TILT DECK,3,TT16,17500,Wood,22.0,7.0,5.0,1.5,27.0,2026-04-17T15:46:34Z
TU10-20BK4CR,TANDEM AXLE,3,TU10,9990,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
TU14-20BK4CR,TANDEM AXLE,3,TU14,14000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
TU60-16BK4AR2B,TANDEM AXLE,2,TU60,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
TU60-16BK4RG2B,TANDEM AXLE,3,TU60,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
TU70-18BK4AR2B,TANDEM AXLE,2,TU70,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
TU70-18BK4RG2B,TANDEM AXLE,3,TU70,7000,Wood,18.0,7.0,3.0,2.5,21.0,2026-04-17T15:46:34Z
TU70-20BK4AR2B,TANDEM AXLE,2,TU70,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
TU70-20BK4RG2B,TANDEM AXLE,3,TU70,7000,Wood,20.0,7.0,3.0,2.5,23.0,2026-04-17T15:46:34Z
